journal,publisher,count
Journal of inorganic biochemistry,,1
Journal of Aging and Health,"SAGE Publications; Sage CA: Los Angeles, CA",1
Landscape and urban planning,,1
International Health,Oxford University Press,1
Expert Review of Anti-Infective Therapy,Taylor & Francis,1
Stroke; a Journal of Cerebral Circulation,Lippincott Williams & Wilkins,1
The Clinical Journal of Pain,Lippincott Williams & Wilkins,1
Open life sciences,,1
Neurogenesis,Taylor & Francis,1
BJPsych open,The Royal College of Psychiatrists,1
Learned Publishing,"John Wiley & Sons, Ltd.; Chichester, UK",1
Archives of clinical and biomedical research,,1
Journal of Economic Structures,Springer Berlin Heidelberg; Berlin/Heidelberg,1
Journal of systems and integrative neuroscience,,1
BJHS themes,,1
Journal of Chemometrics,John Wiley and Sons Inc.; Hoboken,1
Journal of Biophotonics,WILEY‐VCH Verlag GmbH & Co. KGaA; Weinheim,1
NPJ climate and atmospheric science,,1
American Journal of Reproductive Immunology,John Wiley and Sons Inc.; Hoboken,1
Food Quality and Preference,Longman Scientific & Technical,1
Journal of Cluster Science,Springer US; New York,1
Current Opinion in Systems Biology,Elsevier Ltd,1
Annals of oncology : official journal of the European Society for Medical Oncology,,1
Journal of the History of Biology,Springer Netherlands; Dordrecht,1
BMC materials,,1
Ageing research reviews,,1
Judgment and decision making,,1
Substance use & misuse,,1
The Lancet Rheumatology,Elsevier,1
Biocybernetics and Biomedical Engineering,PWN-Polish Scientific Publishers,1
"View (Beijing, China)",John Wiley and Sons Inc.; Hoboken,1
"Mind, Brain and Education","Wiley Subscription Services, Inc.; Hoboken, USA",1
Journal of Sports Medicine,Hindawi,1
"Journal of microbiology (Seoul, Korea)",,1
Journal of bio-X research,,1
Current Radiopharmaceuticals,Bentham Science Publishers,1
Clinical Neurophysiology Practice,Elsevier,1
Exrna,BioMed Central; London,1
Neural Computing & Applications,Springer London; London,1
"Bioelectrochemistry (Amsterdam, Netherlands)",Elsevier,1
The EPMA Journal,Springer International Publishing; Cham,1
Chaos,AIP Publishing LLC,1
Current research in biotechnology,,1
Radiation Oncology Journal,The Korean Society for Radiation Oncology,1
Landscape ecology,,1
Cell Biochemistry and Function,John Wiley and Sons Inc.; Hoboken,1
Journal of Systematics and Evolution,John Wiley and Sons Inc.; Hoboken,1
Nematology,Brill,1
Journal of Abnormal Child Psychology,Springer US; New York,1
Parkinson's Disease,Hindawi,1
Hepatology international,,1
Schizophrenia Research and Treatment,Hindawi,1
Annals of Dyslexia,Springer US; New York,1
Rendiconti Lincei. Scienze Fisiche E Naturali,Springer International Publishing; Cham,1
Environmental research letters : ERL [Web site],,1
Clinical Practice and Cases in Emergency Medicine,"University of California Irvine, Department of Emergency Medicine publishing Western Journal of Emergency Medicine",1
Nature Reviews. Gastroenterology & Hepatology,Nature Publishing Group UK; London,1
CourseSource,,1
Georesj,Elsevier,1
Public Health,Elsevier,1
Personality and Individual Differences,Pergamon Press,1
Surgical Neurology International,Scientific Scholar; USA,1
Current Opinion in Psychiatry,"Lippincott Williams & Wilkins; Hagerstown, MD",1
Experimental Cell Research,Academic Press,1
Current Protocols in Molecular Biology,John Wiley and Sons Inc.; Hoboken,1
Anesthesiology,"Lippincott Williams & Wilkins; Hagerstown, MD",1
Asia & the Pacific Policy Studies,John Wiley and Sons Inc.; Hoboken,1
The Journal of Obstetrics and Gynaecology Research,"John Wiley & Sons Australia, Ltd; Kyoto, Japan",1
Investigational New Drugs,Springer US; New York,1
Agile Processes in Software Engineering and Extreme Programming – Workshops,,1
Journal of Technology in Behavioral Science,Springer International Publishing; Cham,1
Journal of Experimental Political Science,"Cambridge University Press; New York, USA",1
"Journal of the Royal Statistical Society. Series C, Applied Statistics",John Wiley and Sons Inc.; Hoboken,1
Vessel plus,,1
Journal of English for academic purposes,,1
Journal of Cardiovascular and Thoracic Research,Tabriz University of Medical Sciences,1
Current Protocols in Human Genetics,John Wiley and Sons Inc.; Hoboken,1
Journal of Chemical Crystallography,Springer US; New York,1
Inorganica chimica acta,,1
Journal of neurophysiology,,1
Trends in biochemical sciences,,1
BMJ open science,,1
International journal of psychophysiology : official journal of the International Organization of Psychophysiology,,1
Learned publishing : journal of the Association of Learned and Professional Society Publishers,,1
Journal of applied phycology,,1
Journal of navigation,,1
Brain connectivity,,1
Nature medicine,,1
Human mutation,,1
Journal of avian biology,,1
Ieee Transactions on Medical Imaging,IEEE,1
Cellular microbiology,,1
Angewandte Chemie (International ed. in English),,1
"Clinical science (London, England : 1979)",,1
Games,,1
"Arteriosclerosis, thrombosis, and vascular biology",,1
Clinical Journal of the American Society of Nephrology : CJASN,American Society of Nephrology,1
Progress in Nuclear Magnetic Resonance Spectroscopy,Elsevier,1
Neuropsychological rehabilitation,,1
The Journal of general virology,,1
The Journal of physiology,,1
Palaeontology,John Wiley and Sons Inc.; Hoboken,1
AIDS research and human retroviruses,,1
The American journal of cardiology,,1
Cancer discovery,,1
Journal of affective disorders,,1
Journal of Ethnopharmacology,Elsevier Sequoia,1
The American journal of psychiatry,,1
Global ecology and biogeography : a journal of macroecology,,1
British journal of cancer,,1
"Frontiers in virology (Lausanne, Switzerland)",,1
Pharmacoepidemiology and drug safety,,1
Behaviour,,1
Journal of microscopy,,1
Journal of personality assessment,,1
"Simplifying medical ultrasound : 4th International Workshop, ASMUS 2023, held in conjunction with MICCAI 2023, Vancouver, BC, Canada, October 8, 2023, Proceedings. ASMUS (Workshop) (4th : 2023 : Vancouver, B.C. ; Online)",,1
"Publications (Basel, Switzerland)",,1
Magnetic resonance in medicine,,1
Journal of molecular graphics & modelling,,1
Fungal diversity,,1
Digital discovery,,1
The Lancet. Digital health,,1
ACS catalysis,,1
Psychology of Addictive Behaviors,American Psychological Association,1
Physical Biology,IOP Publishing,1
Arktos,Springer International Publishing; Cham,1
Mammalian Biology = Zeitschrift Fur Saugetierkunde,Springer International Publishing; Cham,1
Comparative Biochemistry and Physiology,Elsevier Science,1
Population medicine,,1
"European journal of cancer (Oxford, England : 1990)",,1
The African Archaeological Review,Springer US; New York,1
Journal of Behavior Therapy and Experimental Psychiatry,Elsevier,1
African Journal of Biotechnology,Academic Journals,1
Research Policy,"Elsevier, North-Holland Pub. Co",1
Computational Astrophysics and Cosmology,Springer International Publishing; Cham,1
In Silico Plants,Oxford University Press; UK,1
Journal of Plant Pathology & Microbiology,OMICS Publishing Group,1
Lab on a chip,,1
Pulmonary Therapy,Springer Healthcare; Cheshire,1
Forests,,1
Periodontology 2000,John Wiley and Sons Inc.; Hoboken,1
Current Research in Biotechnology,Elsevier,1
Infectious Microbes & Diseases,"Lippincott Williams & Wilkins; Hagerstown, MD",1
Ecological Processes,Springer Berlin Heidelberg; Berlin/Heidelberg,1
Plant Disease,The American Phytopathological Society (APS),1
Cognitive Computation,Springer US; New York,1
Bulletin of Emergency & Trauma,"Shiraz University of Medical Sciences; Shiraz, Iran",1
"Computational toxicology (Amsterdam, Netherlands)",,1
Journal of Cultural Cognitive Science,Springer Singapore; Singapore,1
Evolution,Springer US; New York,1
Information Services & Use,"IOS Press; Nieuwe Hemweg 6B, 1013 BG Amsterdam, The Netherlands",1
Translational medicine of aging,,1
Therapeutic Advances in Gastroenterology,"SAGE Publications; Sage UK: London, England",1
Prosthetics and Orthotics International,"SAGE Publications; Sage UK: London, England",1
Journal of Abnormal Psychology,American Psychological Association,1
Journal of Electrical Bioimpedance,Sciendo,1
Learning Health Systems,John Wiley and Sons Inc.; Hoboken,1
Environmental Chemistry Letters,Springer International Publishing; Cham,1
Epilepsy & behavior : E&B,,1
Philosophical Psychology,Routledge,1
Neurocritical Care,Springer US; New York,1
"Vascular Medicine (London, England)","SAGE Publications; Sage UK: London, England",1
The New England Journal of Medicine,Massachusetts Medical Society,1
JMA Journal,Japan Medical Association,1
Clinical Phytoscience,Springer Berlin Heidelberg; Berlin/Heidelberg,1
Communications earth & environment,,1
Comprehensive Results in Social Psychology,Routledge,1
The Journal of Innovations in Cardiac Rhythm Management,MediaSphere Medical; United States,1
Journal of Diabetes Science and Technology,"SAGE Publications; Sage CA: Los Angeles, CA",1
Information Retrieval,Springer Netherlands; Dordrecht,1
Journal of Experimental Criminology,Springer Netherlands; Dordrecht,1
Materials and Structures,Springer Netherlands; Dordrecht,1
Analytica Chimica Acta,Elsevier,1
Phytopathology research,,1
Magnetic Resonance Imaging,Elsevier,1
Parasitology open,,1
JGH Open: An Open Access Journal of Gastroenterology and Hepatology,Wiley Publishing Asia Pty Ltd; Melbourne,1
Cellular immunology,,1
Reproductive biology,,1
The Open Rheumatology Journal,Bentham Open,1
Korean Journal of Ophthalmology : KJO,The Korean Ophthalmological Society,1
Best Practice & Research. Clinical Rheumatology,Elsevier,1
Journal of Molecular and Genetic Medicine : An International Journal of Biomedical Research,Library Publishing Media,1
Journal of RNAi and Gene Silencing : An International Journal of RNA and Gene Targeting Research,Library Publishing Media,1
The Open Dentistry Journal,Bentham Open,1
Journal of the American Geriatrics Society,"John Wiley & Sons, Inc.; Hoboken, USA",1
"HIV/AIDS (Auckland, N.Z.)",Dove,1
Journal of Oral & Maxillofacial Research,"Stilus Optimus; Kaunas, Lithuania",1
Research & Politics,"SAGE Publications; Sage UK: London, England",1
Infectious Diseases,"SAGE Publications; Sage UK: London, England",1
European Sociological Review,Oxford University Press,1
International Journal of Cardiology Hypertension,Elsevier,1
JSES International,Elsevier,1
Spine Surgery and Related Research,The Japanese Society for Spine Surgery and Related Research,1
Bone & Joint Open,The British Editorial Society of Bone & Joint Surgery; London,1
Journal of Clinical and Experimental Hematopathology : JCEH,JSLRT,1
Future Oncology,"Future Medicine Ltd; London, UK",1
Leukemia Research Reports,Elsevier,1
Journal of phonetics,,1
Archivos de Cardiología de México,Permanyer Publications,1
"Microcirculation (New York, N.y. : 1994)",John Wiley and Sons Inc.; Hoboken,1
American Journal of Hypertension,Oxford University Press; US,1
"Policy, Politics & Nursing Practice","SAGE Publications; Sage CA: Los Angeles, CA",1
Games For Health Journal,"Mary Ann Liebert, Inc., publishers; 140 Huguenot Street, 3rd FloorNew Rochelle, NY 10801USA",1
Therapeutic Advances in Neurological Disorders,"SAGE Publications; Sage UK: London, England",1
Anti-Cancer Agents in Medicinal Chemistry,Bentham Science Publishers,1
Cognitive Development,Ablex,1
Clinical Hematology International,Atlantis Press,1
Movement Disorders Clinical Practice,"John Wiley & Sons, Inc.; Hoboken, USA",1
Journal of Histochemistry and Cytochemistry,"SAGE Publications; Sage CA: Los Angeles, CA",1
Optometry and Vision Science,Lippincott Williams & Wilkins,1
International journal of biochemistry and biophysics,,1
Seminars in cell & developmental biology,,1
Journal of clinical virology : the official publication of the Pan American Society for Clinical Virology,,1
Journal of European CME,Taylor & Francis,1
Gynecology and Minimally Invasive Therapy,Wolters Kluwer - Medknow; India,1
FASEB journal : official publication of the Federation of American Societies for Experimental Biology,,1
Scandinavian Journal of Immunology,John Wiley and Sons Inc.; Hoboken,1
Pediatric Obesity,"John Wiley & Sons, Inc.; Chichester, UK",1
Anti-Cancer Drugs,Lippincott Williams & Wilkins,1
IET Nanobiotechnology,John Wiley and Sons Inc.; Hoboken,1
Animal Frontiers: The Review Magazine of Animal Agriculture,Oxford University Press; US,1
"BMJ Surgery, Interventions, & Health Technologies","BMJ Publishing Group; BMA House, Tavistock Square, London, WC1H 9JR",1
Toxicon : official journal of the International Society on Toxinology,,1
Psychotherapy and Psychosomatics,"S. Karger AG; Allschwilerstrasse 10, P.O. Box · Postfach · Case postale, CH–4009, Basel, Switzerland · Schweiz · Suisse, Phone: +41 61 306 11 11, Fax: +41 61 306 12 34, karger@karger.com",1
Auditory perception & cognition,,1
Romanian Journal of Morphology and Embryology,"Academy of Medical Sciences, Romanian Academy Publishing House, Bucharest",1
Child Health Nursing Research,Korean Academy of Child Health Nursing,1
Experimental eye research,,1
Journal of Pediatric Hematology/Oncology,Lippincott Williams & Wilkins,1
Gynecology and pelvic medicine,,1
The Journal of nutritional biochemistry,,1
Molecular Diagnosis & Therapy,Springer International Publishing; Cham,1
Neurobiology of aging,,1
"The European Physical Journal. E, Soft Matter",Springer Berlin Heidelberg; Berlin/Heidelberg,1
JMIR Nursing,"JMIR Publications; Toronto, Canada",1
Ai & Society,Springer London; London,1
Pathophysiology,MDPI,1
Life sciences,,1
JCO Global Oncology,Wolters Kluwer Health,1
Therapeutic Advances in Vaccines and Immunotherapy,"SAGE Publications; Sage UK: London, England",1
Current opinion in insect science,,1
Gerontology and Geriatric Medicine,"SAGE Publications; Sage CA: Los Angeles, CA",1
American Journal of Speech-Language Pathology,American Speech-Language-Hearing Association,1
ARYA Atherosclerosis,"Isfahan Cardiovascular Research Center, Isfahan University of Medical Sciences",1
Fitoterapia,,1
Integrated Blood Pressure Control,Dove,1
Journal of Circulating Biomarkers,AboutScience,1
Journal of the Canadian Association of Gastroenterology,Oxford University Press; US,1
Haemophilia,John Wiley and Sons Inc.; Hoboken,1
Movement disorders : official journal of the Movement Disorder Society,,1
The International Journal of Press/Politics,"SAGE Publications; Sage CA: Los Angeles, CA",1
Chiropractic & Manual Therapies,BioMed Central; London,1
"Genes, brain, and behavior",,1
Applied Research in Quality of Life,Springer Netherlands; Dordrecht,1
The Thoracic and Cardiovascular Surgeon,"Georg Thieme Verlag KG; Rüdigerstraße 14, 70469 Stuttgart, Germany",1
The Journal of Biocommunication,University of Illinois at Chicago Library,1
Dr. Sulaiman Al Habib Medical Journal,Springer Netherlands; Dordrecht,1
Frontiers in sustainable food systems,,1
Odontology,Springer Nature Singapore; Singapore,1
Ethiopian Journal of Health Sciences,"Research and Publications Office of Jimma University; Jimma, Ethiopia",1
Journal of Public Health Policy,Palgrave Macmillan UK; London,1
